icd10_ecode,icd10_mechanism,mechanism_count,icd10_intent,icd10_description,icd9_ecode,icd9_ecode_numeric,icd9_intent,icd9_mechanism,icd9_display
V51.4XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Person boarding or alighting a pick-up truck or van injured in collision with pedal cycle, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
Y26.XXXD,FIRE_FLAME,1,UNDETERMINED,"Exposure to smoke, fire and flames, undetermined intent, subsequent encounter",E988.1,988.1,UNDETERMINED,FIRE_FLAME,"E988.1 Unknown, Burns fire (FIRE_FLAME, UNDETERMINED)"
T38.0X5S,ADVERSE_EFFECTS_DRUGS,1,OTHER,"Adverse effect of glucocorticoids and synthetic analogues, sequela",E932.0,932,OTHER,ADVERSE_EFFECTS_DRUGS,"E932.0 Adverse effects in therapeutic use, Adrenal cortical steroids (ADVERSE_EFFECTS_DRUGS, OTHER)"
T71.111A,SUFFOCATION,1,UNINTENTIONAL,"Asphyxiation due to smothering under pillow, accidental, initial encounter",E913.0,913,UNINTENTIONAL,SUFFOCATION,"E913.0 Suffocation, Accidental in bed or cradle (SUFFOCATION, UNINTENTIONAL)"
V88.5XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Person injured in collision between heavy transport vehicle and bus, nontraffic, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
W33.19XA,FIREARM,1,UNINTENTIONAL,"Accidental malfunction of other larger firearm, initial encounter",E922.8,922.8,UNINTENTIONAL,FIREARM,"E922.8 Other, Other specified firearm missile (FIREARM, UNINTENTIONAL)"
V33.3XXD,TRANSPORT_OTHER,1,UNINTENTIONAL,"Unspecified occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van in nontraffic accident, subsequent encounter",E822.9,822.9,UNINTENTIONAL,TRANSPORT_OTHER,"E822.9 Nontraffic, Collision with moving object, Unspecified person (TRANSPORT_OTHER, UNINTENTIONAL)"
V58.4XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Person boarding or alighting a pick-up truck or van injured in noncollision transport accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
V56.7XXD,MOTOR_VEHICLE_TRAFFIC,1,UNINTENTIONAL,"Person on outside of pick-up truck or van injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter",E813.8,813.8,UNINTENTIONAL,MOTOR_VEHICLE_TRAFFIC,"E813.8 Traffic, Collision with other vehicle, Other Specified person (MOTOR_VEHICLE_TRAFFIC, UNINTENTIONAL)"
V72.4XXD,TRANSPORT_OTHER,1,UNINTENTIONAL,"Person boarding or alighting from bus injured in collision with two- or three-wheeled motor vehicle, subsequent encounter",E824.8,824.8,UNINTENTIONAL,TRANSPORT_OTHER,"E824.8 Nontraffic, Boarding/alighting, Other specified person (TRANSPORT_OTHER, UNINTENTIONAL)"
X82.1XXS,OTHER_NEC,1,SELF_INFLICTED,"Intentional collision of motor vehicle with train, sequela",E959,959,SELF_INFLICTED,OTHER_NEC,"E959 Self-Inflicted, Late effects (OTHER_NEC, SELF_INFLICTED)"
V02.02XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Pedestrian on skateboard injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
X83.8XXS,OTHER_NEC,1,SELF_INFLICTED,"Intentional self-harm by other specified means, sequela",E959,959,SELF_INFLICTED,OTHER_NEC,"E959 Self-Inflicted, Late effects (OTHER_NEC, SELF_INFLICTED)"
T58.12XA,POISONING,1,SELF_INFLICTED,"Toxic effect of carbon monoxide from utility gas, intentional self-harm, initial encounter",E952.1,952.1,SELF_INFLICTED,POISONING,"E952.1 Self-Inflicted, Other CO (POISONING, SELF_INFLICTED)"
V17.4XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Pedal cycle driver injured in collision with fixed or stationary object in traffic accident, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
X74.9XXD,OTHER_SPECIFIED,1,SELF_INFLICTED,"Intentional self-harm by unspecified firearm discharge, subsequent encounter",E955.9,955.9,SELF_INFLICTED,OTHER_SPECIFIED,"E955.9 Self-Inflicted, Unspecified firearm injury (OTHER_SPECIFIED, SELF_INFLICTED)"
W59.13XD,NATURAL_ENVIRONMENTAL,1,UNINTENTIONAL,"Crushed by nonvenomous snake, subsequent encounter",E906.8,906.8,UNINTENTIONAL,NATURAL_ENVIRONMENTAL,"E906.8 Environmental, Other specified animal injury (NATURAL_ENVIRONMENTAL, UNINTENTIONAL)"
V86.31XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Unspecified occupant of ambulance or fire engine injured in traffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
Y35.121A,OTHER_SPECIFIED,1,OTHER,"Legal intervention involving injury by explosive shell, law enforcement official injured, initial encounter",E971,971,OTHER,OTHER_SPECIFIED,"E971 Legal Intervention, Explosives (OTHER_SPECIFIED, OTHER)"
Y93.E6,ACTIVITY,1,,"Activity, residential relocation",E013.5,13.5,,ACTIVITY,"E013.5 Activity, involving residential relocation"
V64.4XXD,TRANSPORT_OTHER,1,UNINTENTIONAL,"Person boarding or alighting a heavy transport vehicle injured in collision with heavy transport vehicle or bus while boarding or alighting, subsequent encounter",E824.8,824.8,UNINTENTIONAL,TRANSPORT_OTHER,"E824.8 Nontraffic, Boarding/alighting, Other specified person (TRANSPORT_OTHER, UNINTENTIONAL)"
V74.7XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Person on outside of bus injured in collision with heavy transport vehicle or bus in traffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
Y36.421D,OTHER_SPECIFIED,1,OTHER,"War operations involving firearms pellets, civilian, subsequent encounter",E991.1,991.1,OTHER,OTHER_SPECIFIED,"E991.1 War, Rifle pellets (OTHER_SPECIFIED, OTHER)"
W18.41XD,FALL,1,UNINTENTIONAL,"Slipping, tripping and stumbling without falling due to stepping on object, subsequent encounter",E885.9,885.9,UNINTENTIONAL,FALL,"E885.9 Fall, other slipping, tripping, stumbling (FALL, UNINTENTIONAL)"
V69.69XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Unspecified occupant of heavy transport vehicle injured in collision with other motor vehicles in traffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
V14.4XXA,MOTOR_VEHICLE_PEDAL_CYCLIST,1,UNINTENTIONAL,"Pedal cycle driver injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter",E813.6,813.6,UNINTENTIONAL,MOTOR_VEHICLE_PEDAL_CYCLIST,"E813.6 Traffic, Collision with other vehicle, Pedal cyclist (MOTOR_VEHICLE_PEDAL_CYCLIST, UNINTENTIONAL)"
V13.2XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Unspecified pedal cyclist injured in collision with car, pick-up truck or van in nontraffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
T41.0X5S,ADVERSE_EFFECTS_DRUGS,1,OTHER,"Adverse effect of inhaled anesthetics, sequela",E938.2,938.2,OTHER,ADVERSE_EFFECTS_DRUGS,"E938.2 Adverse effects in therapeutic use, Other gaseous anesthetics (ADVERSE_EFFECTS_DRUGS, OTHER)"
V89.0XXD,TRANSPORT_OTHER,1,UNINTENTIONAL,"Person injured in unspecified motor-vehicle accident, nontraffic, subsequent encounter",E825.9,825.9,UNINTENTIONAL,TRANSPORT_OTHER,"E825.9 Nontraffic, Other/Unspecified, Unspecified person (TRANSPORT_OTHER, UNINTENTIONAL)"
W00.0XXD,FALL,1,UNINTENTIONAL,"Fall on same level due to ice and snow, subsequent encounter",E885.9,885.9,UNINTENTIONAL,FALL,"E885.9 Fall, other slipping, tripping, stumbling (FALL, UNINTENTIONAL)"
V93.41XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Struck by falling object on passenger ship, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
W56.82XD,NATURAL_ENVIRONMENTAL,1,UNINTENTIONAL,"Struck by other nonvenomous marine animals, subsequent encounter",E906.8,906.8,UNINTENTIONAL,NATURAL_ENVIRONMENTAL,"E906.8 Environmental, Other specified animal injury (NATURAL_ENVIRONMENTAL, UNINTENTIONAL)"
W29.1XXD,CUT_PIERCE,1,UNINTENTIONAL,"Contact with electric knife, subsequent encounter",E920.2,920.2,UNINTENTIONAL,CUT_PIERCE,"E920.2 Other, Powered appliances/implements (CUT_PIERCE, UNINTENTIONAL)"
W30.1XXD,MACHINERY,1,UNINTENTIONAL,"Contact with power take-off devices (PTO), subsequent encounter",E919.0,919,UNINTENTIONAL,MACHINERY,"E919.0 Other, Agricultural machines (MACHINERY, UNINTENTIONAL)"
W55.52XA,NATURAL_ENVIRONMENTAL,1,UNINTENTIONAL,"Struck by raccoon, initial encounter",E906.8,906.8,UNINTENTIONAL,NATURAL_ENVIRONMENTAL,"E906.8 Environmental, Other specified animal injury (NATURAL_ENVIRONMENTAL, UNINTENTIONAL)"
T63.453S,OTHER_NEC,1,ASSAULT,"Toxic effect of venom of hornets, assault, sequela",E969,969,ASSAULT,OTHER_NEC,"E969 Assault, Sequelae > 1 yr after assault (OTHER_NEC, ASSAULT)"
V94.0XXA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Hitting object or bottom of body of water due to fall from watercraft, initial encounter",E838.9,838.9,UNINTENTIONAL,TRANSPORT_OTHER,"E838.9 Water, Other/unspecifed accident, Unspecified person (TRANSPORT_OTHER, UNINTENTIONAL)"
W64.XXXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Exposure to other animate mechanical forces, sequela",E929.5,929.5,UNINTENTIONAL,OTHER_SPECIFIED,"E929.5 Late Effect, Natural/environmental factors (OTHER_SPECIFIED, UNINTENTIONAL)"
Y38.3X2D,FIRE_FLAME,1,ASSAULT,"Terrorism involving fires, conflagration and hot substances, civilian injured, subsequent encounter",E979.3,979.3,ASSAULT,FIRE_FLAME,"E979.3 Terrorism involving fires, conflagrations and hot substances (FIRE_FLAME, ASSAULT)"
Y65.4,ADVERSE_EFFECTS_MED,1,OTHER,Failure to introduce or to remove other tube or instrument,E876.4,876.4,OTHER,ADVERSE_EFFECTS_MED,"E876.4 Other and unspecified misadventures, Failure to introduce or to remove other tube or instrument (ADVERSE_EFFECTS_MED, OTHER)"
Y35.212A,POISONING,1,OTHER,"Legal intervention involving injury by tear gas, bystander injured, initial encounter",E972,972,OTHER,POISONING,"E972 Legal Intervention, Gas (POISONING, OTHER)"
V79.19XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Passenger on bus injured in collision with other motor vehicles in nontraffic accident, initial encounter",E822.1,822.1,UNINTENTIONAL,TRANSPORT_OTHER,"E822.1 Nontraffic, Collision with moving object, Passenger excluding motorcycle (TRANSPORT_OTHER, UNINTENTIONAL)"
V79.20XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Unspecified bus occupant injured in collision with unspecified motor vehicles in nontraffic accident, initial encounter",E822.9,822.9,UNINTENTIONAL,TRANSPORT_OTHER,"E822.9 Nontraffic, Collision with moving object, Unspecified person (TRANSPORT_OTHER, UNINTENTIONAL)"
V71.5XXD,MOTOR_VEHICLE_OCCUPANT,1,UNINTENTIONAL,"Driver of bus injured in collision with pedal cycle in traffic accident, subsequent encounter",E813.0,813,UNINTENTIONAL,MOTOR_VEHICLE_OCCUPANT,"E813.0 Traffic, Collision with other vehicle, Driver not motorcyclist (MOTOR_VEHICLE_OCCUPANT, UNINTENTIONAL)"
V80.32XA,MOTOR_VEHICLE_TRAFFIC,1,UNINTENTIONAL,"Occupant of animal-drawn vehicle injured in collision with two- or three-wheeled motor vehicle, initial encounter",E813.5,813.5,UNINTENTIONAL,MOTOR_VEHICLE_TRAFFIC,"E813.5 Traffic, Collision with other vehicle, Rider of animal or animal-drawn vehicle (MOTOR_VEHICLE_TRAFFIC, UNINTENTIONAL)"
T18.8XXA,OTHER_SPECIFIED,1,UNINTENTIONAL,"Foreign body in other parts of alimentary tract, initial encounter",E915,915,UNINTENTIONAL,OTHER_SPECIFIED,"E915 Suffocation, Foreign body: accidental other orifice (OTHER_SPECIFIED, UNINTENTIONAL)"
T57.8X3A,POISONING,1,ASSAULT,"Toxic effect of other specified inorganic substances, assault, initial encounter",E962.1,962.1,ASSAULT,POISONING,"E962.1 Assault, Other solid or liquid substances (POISONING, ASSAULT)"
V71.9XXA,MOTOR_VEHICLE_UNSPECIFIED,1,UNINTENTIONAL,"Unspecified occupant of bus injured in collision with pedal cycle in traffic accident, initial encounter",E813.9,813.9,UNINTENTIONAL,MOTOR_VEHICLE_UNSPECIFIED,"E813.9 Traffic, Collision with other vehicle, Unspecified person (MOTOR_VEHICLE_UNSPECIFIED, UNINTENTIONAL)"
X94.9XXA,FIREARM,1,ASSAULT,"Assault by unspecified larger firearm discharge, initial encounter",E965.4,965.4,ASSAULT,FIREARM,"E965.4 Assault, Other/unspecified firearms (FIREARM, ASSAULT)"
W16.312S,OTHER_SPECIFIED,1,UNINTENTIONAL,"Fall into other water striking water surface causing other injury, sequela",E929.3,929.3,UNINTENTIONAL,OTHER_SPECIFIED,"E929.3 Late Effect, Accidental fall (OTHER_SPECIFIED, UNINTENTIONAL)"
T62.8X1A,POISONING,1,UNINTENTIONAL,"Toxic effect of other specified noxious substances eaten as food, accidental (unintentional), initial encounter",E865.8,865.8,UNINTENTIONAL,POISONING,"E865.8 Accidental poisoning, Other specified foods (POISONING, UNINTENTIONAL)"
T45.523S,OTHER_NEC,1,ASSAULT,"Poisoning by antithrombotic drugs, assault, sequela",E969,969,ASSAULT,OTHER_NEC,"E969 Assault, Sequelae > 1 yr after assault (OTHER_NEC, ASSAULT)"
T45.525A,ADVERSE_EFFECTS_DRUGS,1,OTHER,"Adverse effect of antithrombotic drugs, initial encounter",E934.2,934.2,OTHER,ADVERSE_EFFECTS_DRUGS,"E934.2 Adverse effects in therapeutic use, Anticoagulants (ADVERSE_EFFECTS_DRUGS, OTHER)"
T42.1X1S,OTHER_SPECIFIED,1,UNINTENTIONAL,"Poisoning by iminostilbenes, accidental (unintentional), sequela",E929.2,929.2,UNINTENTIONAL,OTHER_SPECIFIED,"E929.2 Late Effect, Accidental poisoning (OTHER_SPECIFIED, UNINTENTIONAL)"
T42.1X3A,POISONING,1,ASSAULT,"Poisoning by iminostilbenes, assault, initial encounter",E962.0,962,ASSAULT,POISONING,"E962.0 Assault, Drugs and medicinal substances (POISONING, ASSAULT)"
W09.0XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Fall on or from playground slide, sequela",E929.3,929.3,UNINTENTIONAL,OTHER_SPECIFIED,"E929.3 Late Effect, Accidental fall (OTHER_SPECIFIED, UNINTENTIONAL)"
W10.0XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Fall (on)(from) escalator, sequela",E929.3,929.3,UNINTENTIONAL,OTHER_SPECIFIED,"E929.3 Late Effect, Accidental fall (OTHER_SPECIFIED, UNINTENTIONAL)"
T45.621A,POISONING,1,UNINTENTIONAL,"Poisoning by hemostatic drug, accidental (unintentional), initial encounter",E858.2,858.2,UNINTENTIONAL,POISONING,"E858.2 Accidental poisoning, Agents primarily affecting blood constituents (POISONING, UNINTENTIONAL)"
V74.4XXD,TRANSPORT_OTHER,1,UNINTENTIONAL,"Person boarding or alighting from bus injured in collision with heavy transport vehicle or bus, subsequent encounter",E824.8,824.8,UNINTENTIONAL,TRANSPORT_OTHER,"E824.8 Nontraffic, Boarding/alighting, Other specified person (TRANSPORT_OTHER, UNINTENTIONAL)"
V84.0XXD,MOTOR_VEHICLE_OCCUPANT,1,UNINTENTIONAL,"Driver of special agricultural vehicle injured in traffic accident, subsequent encounter",E812.0,812,UNINTENTIONAL,MOTOR_VEHICLE_OCCUPANT,"E812.0 Traffic, Collision with motor vehicle, Driver not motorcyclist (MOTOR_VEHICLE_OCCUPANT, UNINTENTIONAL)"
V93.62XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Machinery accident on board fishing boat, initial encounter",E836.9,836.9,UNINTENTIONAL,TRANSPORT_OTHER,"E836.9 Water, Machinery accident, Unspecified person (TRANSPORT_OTHER, UNINTENTIONAL)"
Y24.0XXS,OTHER_NEC,1,UNINTENTIONAL,"Airgun discharge, undetermined intent, sequela",E929.8,929.8,UNINTENTIONAL,OTHER_NEC,"E929.8 Late Effect, Other accidents (OTHER_NEC, UNINTENTIONAL)"
V03.99XD,MOTOR_VEHICLE_PEDESTRIAN,1,UNINTENTIONAL,"Pedestrian with other conveyance injured in collision with car, pick-up truck or van, unspecified whether traffic or nontraffic accident, subsequent encounter",E814.7,814.7,UNINTENTIONAL,MOTOR_VEHICLE_PEDESTRIAN,"E814.7 Traffic, Collision with pedestrian, Pedestrian (MOTOR_VEHICLE_PEDESTRIAN, UNINTENTIONAL)"
T56.6X1A,POISONING,1,UNINTENTIONAL,"Toxic effect of tin and its compounds, accidental (unintentional), initial encounter",E866.4,866.4,UNINTENTIONAL,POISONING,"E866.4 Accidental poisoning, Other metals and their compounds and fumes (POISONING, UNINTENTIONAL)"
V01.02XA,PEDESTRIAN_OTHER,1,UNINTENTIONAL,"Pedestrian on skateboard injured in collision with pedal cycle in nontraffic accident, initial encounter",E826.0,826,UNINTENTIONAL,PEDESTRIAN_OTHER,"E826.0 Other MV, Pedal cycle, Pedestrian (PEDESTRIAN_OTHER, UNINTENTIONAL)"
V79.81XA,MOTOR_VEHICLE_OCCUPANT,1,UNINTENTIONAL,"Bus occupant (driver) (passenger) injured in transport accidents with military vehicle, initial encounter",E812.0,812,UNINTENTIONAL,MOTOR_VEHICLE_OCCUPANT,"E812.0 Traffic, Collision with motor vehicle, Driver not motorcyclist (MOTOR_VEHICLE_OCCUPANT, UNINTENTIONAL)"
V80.81XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Animal-rider injured in collision with fixed or stationary object, initial encounter",E823.5,823.5,UNINTENTIONAL,TRANSPORT_OTHER,"E823.5 Nontraffic, Collision with stationary object, Rider of animal or animal-drawn vehicle (TRANSPORT_OTHER, UNINTENTIONAL)"
V80.81XA,,,,,E828.2,828.2,UNINTENTIONAL,TRANSPORT_OTHER,"E828.2 Other MV, Animal being ridden, Rider of animal (TRANSPORT_OTHER, UNINTENTIONAL)"
V44.3XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Unspecified car occupant injured in collision with heavy transport vehicle or bus in nontraffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
Y37.91XS,OTHER_NEC,1,OTHER,"Military operations involving unspecified weapon of mass destruction [WMD], sequela",E999.0,999,OTHER,OTHER_NEC,"E999.0 War, Late effects (OTHER_NEC, OTHER)"
V73.0XXA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Driver of bus injured in collision with car, pick-up truck or van in nontraffic accident, initial encounter",E822.0,822,UNINTENTIONAL,TRANSPORT_OTHER,"E822.0 Nontraffic, Collision with moving object, Driver excluding motorcycle (TRANSPORT_OTHER, UNINTENTIONAL)"
T63.032S,OTHER_NEC,1,SELF_INFLICTED,"Toxic effect of taipan venom, intentional self-harm, sequela",E959,959,SELF_INFLICTED,OTHER_NEC,"E959 Self-Inflicted, Late effects (OTHER_NEC, SELF_INFLICTED)"
T63.034A,POISONING,1,UNDETERMINED,"Toxic effect of taipan venom, undetermined, initial encounter",E980.9,980.9,UNDETERMINED,POISONING,"E980.9 Unknown, Other/unspecified poisons (POISONING, UNDETERMINED)"
V86.94XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Unspecified occupant of military vehicle injured in nontraffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
Y28.0XXA,CUT_PIERCE,1,UNDETERMINED,"Contact with sharp glass, undetermined intent, initial encounter",E986,986,UNDETERMINED,CUT_PIERCE,"E986 Unknown, Stabbing (CUT_PIERCE, UNDETERMINED)"
Y92.126,LOCATION,1,,Garden or yard of nursing home as the place of occurrence of the external cause,E849.7,849.7,,LOCATION,E849.7 Place of occurrence: Residential institution
X10.1XXD,FIRE_OBJECT_SUBSTANCE,1,UNINTENTIONAL,"Contact with hot food, subsequent encounter",E924.0,924,UNINTENTIONAL,FIRE_OBJECT_SUBSTANCE,"E924.0 Other, Hot liquids (FIRE_OBJECT_SUBSTANCE, UNINTENTIONAL)"
T45.95XS,ADVERSE_EFFECTS_DRUGS,1,OTHER,"Adverse effect of unspecified primarily systemic and hematological agent, sequela",E934.9,934.9,OTHER,ADVERSE_EFFECTS_DRUGS,"E934.9 Adverse effects in therapeutic use, Unspecified agent affecting blood constituents (ADVERSE_EFFECTS_DRUGS, OTHER)"
Y36.120D,OTHER_SPECIFIED,1,OTHER,"War operations involving destruction of aircraft due to collision with other aircraft, military personnel, subsequent encounter",E994.2,994.2,OTHER,OTHER_SPECIFIED,"E994.2 War, destruction of aircraft due to collision with other aircraft (OTHER_SPECIFIED, OTHER)"
Y08.09XA,STRUCK_BY_AGAINST,1,ASSAULT,"Assault by strike by other specified type of sport equipment, initial encounter",E968.2,968.2,ASSAULT,STRUCK_BY_AGAINST,"E968.2 Assault, Struck by blunt/thrown object (STRUCK_BY_AGAINST, ASSAULT)"
V95.41XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Spacecraft crash injuring occupant, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
V17.2XXA,PEDAL_CYCLIST_OTHER,1,UNINTENTIONAL,"Unspecified pedal cyclist injured in collision with fixed or stationary object in nontraffic accident, initial encounter",E823.6,823.6,UNINTENTIONAL,PEDAL_CYCLIST_OTHER,"E823.6 Nontraffic, Collision with stationary object, Pedal cyclist (PEDAL_CYCLIST_OTHER, UNINTENTIONAL)"
V17.2XXA,,,,,E826.9,826.9,UNINTENTIONAL,PEDAL_CYCLIST_OTHER,"E826.9 Other MV, Pedal cycle, Unspecified person (PEDAL_CYCLIST_OTHER, UNINTENTIONAL)"
V92.02XA,DROWNING_SUBMERSION,1,UNINTENTIONAL,"Drowning and submersion due to fall off fishing boat, initial encounter",E832.9,832.9,UNINTENTIONAL,DROWNING_SUBMERSION,"E832.9 Water, Other accidental submersion, Unspecified person (DROWNING_SUBMERSION, UNINTENTIONAL)"
V67.2XXD,TRANSPORT_OTHER,1,UNINTENTIONAL,"Person on outside of heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter",E823.8,823.8,UNINTENTIONAL,TRANSPORT_OTHER,"E823.8 Nontraffic, Collision with stationary object, Other specified person (TRANSPORT_OTHER, UNINTENTIONAL)"
